category,item_name,unit,duplicate_of_row,removed_row
断熱材,断熱材 セルロースファイバー（65mm）,m2,44118,44131
断熱材,断熱材 セルロースファイバー（75mm）,m2,44119,44132
断熱材,断熱材 セルロースファイバー（90mm）,m2,44120,44133
断熱材,断熱材 炭化コルク（100mm）,m2,44225,44238
断熱材,断熱材 炭化コルク（120mm）,m2,44226,44239
断熱材,断熱材 炭化コルク（140mm）,m2,44227,44240
断熱材,断熱材 炭化コルク（155mm）,m2,44228,44241
断熱材,断熱材 炭化コルク（170mm）,m2,44229,44242
断熱材,断熱材 炭化コルク（185mm）,m2,44230,44243
断熱材,断熱材 炭化コルク（200mm）,m2,44231,44244
断熱材,断熱材 炭化コルク（25mm）,m2,44232,44245
断熱材,断熱材 炭化コルク（35mm）,m2,44233,44246
断熱材,断熱材 炭化コルク（50mm）,m2,44234,44247
断熱材,断熱材 炭化コルク（65mm）,m2,44235,44248
断熱材,断熱材 炭化コルク（75mm）,m2,44236,44249
断熱材,断熱材 炭化コルク（90mm）,m2,44237,44250
断熱材,断熱材 硬質ウレタンボード（100mm）,m2,44277,44290
断熱材,断熱材 硬質ウレタンボード（120mm）,m2,44278,44291
断熱材,断熱材 硬質ウレタンボード（140mm）,m2,44279,44292
断熱材,断熱材 硬質ウレタンボード（155mm）,m2,44280,44293
断熱材,断熱材 硬質ウレタンボード（170mm）,m2,44281,44294
断熱材,断熱材 硬質ウレタンボード（185mm）,m2,44282,44295
断熱材,断熱材 硬質ウレタンボード（200mm）,m2,44283,44296
断熱材,断熱材 硬質ウレタンボード（25mm）,m2,44284,44297
断熱材,断熱材 硬質ウレタンボード（35mm）,m2,44285,44298
断熱材,断熱材 硬質ウレタンボード（50mm）,m2,44286,44299
断熱材,断熱材 硬質ウレタンボード（65mm）,m2,44287,44300
断熱材,断熱材 硬質ウレタンボード（75mm）,m2,44288,44301
断熱材,断熱材 硬質ウレタンボード（90mm）,m2,44289,44302
断熱材,断熱材 羊毛断熱材（100mm）,m2,44303,44316
断熱材,断熱材 羊毛断熱材（120mm）,m2,44304,44317
断熱材,断熱材 羊毛断熱材（140mm）,m2,44305,44318
断熱材,断熱材 羊毛断熱材（155mm）,m2,44306,44319
断熱材,断熱材 羊毛断熱材（170mm）,m2,44307,44320
断熱材,断熱材 羊毛断熱材（185mm）,m2,44308,44321
断熱材,断熱材 羊毛断熱材（200mm）,m2,44309,44322
断熱材,断熱材 羊毛断熱材（25mm）,m2,44310,44323
断熱材,断熱材 羊毛断熱材（35mm）,m2,44311,44324
断熱材,断熱材 羊毛断熱材（50mm）,m2,44312,44325
断熱材,断熱材 羊毛断熱材（65mm）,m2,44313,44326
断熱材,断熱材 羊毛断熱材（75mm）,m2,44314,44327
断熱材,断熱材 羊毛断熱材（90mm）,m2,44315,44328
木構造材（補修・追加）,集成材（105×105×3m）,本,46167,46176
木構造材（補修・追加）,集成材（105×105×4m）,本,46168,46177
木構造材（補修・追加）,集成材（105×210×3m）,本,46169,46182
木構造材（補修・追加）,集成材（105×210×4m）,本,46170,46183
木構造材（補修・追加）,集成材（120×120×3m）,本,46171,46186
木構造材（補修・追加）,集成材（120×120×4m）,本,46172,46187
構造用合板・面材,シナ合板（両面） 12mm 3×6,枚,46249,46269
構造用合板・面材,シナ合板（両面） 15mm 3×6,枚,46251,46270
構造用合板・面材,シナ合板（両面） 4mm 3×6,枚,46255,46271
構造用合板・面材,シナ合板（両面） 9mm 3×6,枚,46257,46273
構造用合板・面材,シナ合板（片面） 12mm 3×6,枚,46259,46274
構造用合板・面材,シナ合板（片面） 15mm 3×6,枚,46261,46275
構造用合板・面材,シナ合板（片面） 18mm 3×6,枚,46263,46276
構造用合板・面材,シナ合板（片面） 4mm 3×6,枚,46265,46277
構造用合板・面材,シナ合板（片面） 9mm 3×6,枚,46267,46279
構造用合板・面材,構造用合板（F☆☆☆☆） 12mm 3×6,枚,46320,46330
構造用合板・面材,構造用合板（F☆☆☆☆） 15mm 3×6,枚,46322,46331
構造用合板・面材,構造用合板（F☆☆☆☆） 18mm 3×6,枚,46324,46332
構造用合板・面材,構造用合板（F☆☆☆☆） 24mm 3×6,枚,46326,46333
構造用合板・面材,構造用合板（F☆☆☆☆） 9mm 3×6,枚,46328,46334
産廃・廃材処理,廃プラ・断熱材処分費（1m³）,m³,53309,53311
省エネ・ZEH設備,EV充電設備急速15kW,台,53357,53362
省エネ・ZEH設備,EV充電設備普通3kW200V,台,53360,53363
省エネ・ZEH設備,パワーコンディショナ（5.5kW）,台,53475,53480
給排水配管材,VP管（給水）（13mm）,m,57347,57356
給排水配管材,VP管（給水）（20mm）,m,57349,57357
給排水配管材,VP管（給水）（25mm）,m,57351,57358
給排水配管材,VP管（給水）（30mm）,m,57353,57359
給排水配管材,VP管（給水）（40mm）,m,57354,57360
給排水配管材,VP管（給水）（50mm）,m,57355,57361
給排水配管材,VU管（排水）（100mm）,m,57495,57507
給排水配管材,VU管（排水）（125mm）,m,57497,57508
給排水配管材,VU管（排水）（150mm）,m,57498,57509
給排水配管材,VU管（排水）（30mm）,m,57499,57510
給排水配管材,VU管（排水）（40mm）,m,57501,57511
給排水配管材,VU管（排水）（50mm）,m,57502,57512
給排水配管材,VU管（排水）（65mm）,m,57504,57513
給排水配管材,VU管（排水）（75mm）,m,57505,57514
給排水配管材,ステンレス管（13mm）,m,57529,57534
給排水配管材,ステンレス管（20mm）,m,57530,57535
給排水配管材,ステンレス管（25mm）,m,57531,57536
給排水配管材,ステンレス管（32mm）,m,57532,57537
給排水配管材,ステンレス管（40mm）,m,57533,57538
給排水配管材,架橋ポリ管（10mm）,m,57651,57658
給排水配管材,架橋ポリ管（13mm）,m,57652,57659
給排水配管材,架橋ポリ管（16mm）,m,57654,57660
給排水配管材,架橋ポリ管（20mm）,m,57655,57661
給排水配管材,架橋ポリ管（25mm）,m,57657,57662
給排水配管材,浄水器（ビルトイン）,台,57734,57735
給排水配管材,銅管（10mm）,m,57769,57811
給排水配管材,銅管（13mm）,m,57770,57812
給排水配管材,銅管（16mm）,m,57771,57813
給排水配管材,銅管（20mm）,m,57772,57814
給排水配管材,銅管（8mm）,m,57773,57815
給湯器,ノーリツ 給湯器（16号 標準）,台,57868,57929
給湯器,ノーリツ 給湯器（20号 標準）,台,57888,57932
給湯器,ノーリツ 給湯器（24号 標準）,台,57910,57935
給湯器,パナソニック 給湯器（16号 標準）,台,57938,57953
給湯器,パナソニック 給湯器（20号 標準）,台,57942,57956
給湯器,パナソニック 給湯器（24号 標準）,台,57946,57959
給湯器,パーパス 給湯器（16号 標準）,台,57997,58004
給湯器,パーパス 給湯器（20号 標準）,台,57999,58007
給湯器,パーパス 給湯器（24号 標準）,台,58001,58010
給湯器,ヒートポンプ給湯器（370L）,台,58011,58014
給湯器,ヒートポンプ給湯器（460L）,台,58012,58015
給湯器,リンナイ 給湯器（16号 標準）,台,58027,58063
給湯器,リンナイ 給湯器（20号 標準）,台,58040,58066
給湯器,リンナイ 給湯器（24号 標準）,台,58054,58069
衛生器具（トイレ・洗面）,LIXIL ウォシュレット上位,式,58178,58180
衛生器具（トイレ・洗面）,LIXIL ウォシュレット標準,式,58179,58183
衛生器具（トイレ・洗面）,TOTO ウォシュレット上位,式,58967,58969
衛生器具（トイレ・洗面）,TOTO ウォシュレット標準,式,58968,58972
衛生器具（トイレ・洗面）,タカラスタンダード ウォシュレット上位,式,59872,59874
衛生器具（トイレ・洗面）,タカラスタンダード ウォシュレット標準,式,59873,59877
衛生器具（トイレ・洗面）,パナソニック ウォシュレット上位,式,60199,60235
衛生器具（トイレ・洗面）,パナソニック ウォシュレット標準,式,60200,60238
解体・廃材処理,RC造解体（坪単価）,坪,60654,60656
解体・廃材処理,はつり工事（コンクリート m2）,m2,60659,60660
解体・廃材処理,アスベスト分析（1検体）,検体,60661,60662
解体・廃材処理,アスベスト除去 レベル3（m2）,m2,60665,60666
解体・廃材処理,ガラ搬出費（4t）,回,60669,60670
解体・廃材処理,内装解体（坪単価）,坪,60675,60677
解体・廃材処理,廃棄物処理 コンクリート（1t）,t,60689,60690
解体・廃材処理,廃棄物処理 木材（1t）,t,60693,60694
解体・廃材処理,廃棄物処理 混合廃材（1t）,t,60695,60696
解体・廃材処理,廃棄物処理 石膏ボード（1t）,t,60697,60698
解体・廃材処理,廃棄物収集運搬（2tトラック）,台,60701,60704
解体・廃材処理,廃棄物収集運搬（4tトラック）,台,60702,60705
解体・廃材処理,木造解体（坪単価 標準）,坪,60706,60711
解体・廃材処理,木造解体（坪単価 重機）,坪,60707,60712
解体・廃材処理,残土処分（1m3）,m3,60714,60715
解体・廃材処理,解体後整地（坪）,坪,60720,60721
解体・廃材処理,鉄骨造解体（坪単価）,坪,60722,60724
軒天・破風・雨樋,軒天ボード ケイカル板（4mm 910×1820）,枚,61954,61955
防水工事材料,FRP防水材（主剤 20kg）,缶,63606,63608
防水工事材料,FRP防水材（主剤）（16kg）,缶,63605,63609
防水工事材料,FRP防水材（主剤）（20kg）,缶,63606,63610
防水工事材料,FRP防水材（主剤）（8kg）,缶,63607,63611
防水工事材料,ウレタン防水材（主剤）（16kg）,缶,63617,63629
防水工事材料,ウレタン防水材（主剤）（20kg）,缶,63618,63630
防水工事材料,ウレタン防水材（主剤）（8kg）,缶,63619,63631
防水工事材料,ウレタン防水材（硬化剤）（16kg）,缶,63620,63632
防水工事材料,ウレタン防水材（硬化剤）（20kg）,缶,63621,63633
防水工事材料,ウレタン防水材（硬化剤）（8kg）,缶,63622,63634
防水工事材料,改質アスファルトシート（2mm）（16kg）,缶,63762,63769
防水工事材料,改質アスファルトシート（2mm）（20kg）,缶,63763,63770
防水工事材料,改質アスファルトシート（2mm）（8kg）,缶,63764,63771
防水工事材料,改質アスファルトシート（3mm）（16kg）,缶,63765,63774
防水工事材料,改質アスファルトシート（3mm）（20kg）,缶,63766,63775
防水工事材料,改質アスファルトシート（3mm）（8kg）,缶,63767,63776
防水工事材料,液体防水材（水性）（16kg）,缶,63780,63784
防水工事材料,液体防水材（水性）（20kg）,缶,63781,63785
防水工事材料,液体防水材（水性）（8kg）,缶,63782,63786
防犯・消防設備,住宅用火災警報器煙式,個,64019,64022
防犯・消防設備,住宅用火災警報器連動型,個,64021,64023
防犯・消防設備,住宅用火災警報器（煙式）,個,64019,64024
防犯・消防設備,住宅用火災警報器（熱式）,個,64020,64025
防犯・消防設備,住宅用火災警報器（連動型）,個,64021,64026
防犯・消防設備,消火器10型粉末,本,64052,64054
防犯・消防設備,煙感知器（スポット型）,個,64066,64068
防犯・消防設備,熱感知器（スポット型）,個,64069,64071
防犯・消防設備,自動火災報知設備（感知器）,個,64103,64104
防犯・消防設備,誘導灯B級片面,個,64110,64111
防犯・消防設備,誘導灯（B級 片面）,個,64110,64112
防犯・消防設備,非常用照明器具（埋込型）,個,64157,64159
防蟻・防腐処理,エコボロン PRO（ホウ酸系 18L）,缶,64167,64168
電気配線材,分電盤（主幹100A 12回路）,台,64845,64883
電気配線材,分電盤（主幹100A 16回路）,台,64846,64884
電気配線材,分電盤（主幹100A 20回路）,台,64847,64885
電気配線材,分電盤（主幹100A 24回路）,台,64848,64886
電気配線材,分電盤（主幹100A 30回路）,台,64849,64887
電気配線材,分電盤（主幹100A 8回路）,台,64850,64888
電気配線材,分電盤（主幹30A 12回路）,台,64851,64889
電気配線材,分電盤（主幹30A 16回路）,台,64852,64890
電気配線材,分電盤（主幹30A 20回路）,台,64853,64891
電気配線材,分電盤（主幹30A 24回路）,台,64854,64892
電気配線材,分電盤（主幹30A 30回路）,台,64855,64893
電気配線材,分電盤（主幹30A 8回路）,台,64856,64894
電気配線材,分電盤（主幹40A 12回路）,台,64857,64895
電気配線材,分電盤（主幹40A 16回路）,台,64859,64896
電気配線材,分電盤（主幹40A 20回路）,台,64860,64897
電気配線材,分電盤（主幹40A 24回路）,台,64861,64898
電気配線材,分電盤（主幹40A 30回路）,台,64862,64899
電気配線材,分電盤（主幹40A 8回路）,台,64863,64900
電気配線材,分電盤（主幹50A 12回路）,台,64864,64901
電気配線材,分電盤（主幹50A 16回路）,台,64865,64902
電気配線材,分電盤（主幹50A 20回路）,台,64866,64903
電気配線材,分電盤（主幹50A 24回路）,台,64867,64904
電気配線材,分電盤（主幹50A 30回路）,台,64868,64905
電気配線材,分電盤（主幹50A 8回路）,台,64869,64906
電気配線材,分電盤（主幹60A 12回路）,台,64870,64907
電気配線材,分電盤（主幹60A 16回路）,台,64871,64908
電気配線材,分電盤（主幹60A 20回路）,台,64872,64909
電気配線材,分電盤（主幹60A 24回路）,台,64873,64910
電気配線材,分電盤（主幹60A 30回路）,台,64874,64911
電気配線材,分電盤（主幹60A 8回路）,台,64875,64912
電気配線材,分電盤（主幹75A 12回路）,台,64876,64913
電気配線材,分電盤（主幹75A 16回路）,台,64877,64914
電気配線材,分電盤（主幹75A 20回路）,台,64878,64915
電気配線材,分電盤（主幹75A 24回路）,台,64879,64916
電気配線材,分電盤（主幹75A 30回路）,台,64880,64917
電気配線材,分電盤（主幹75A 8回路）,台,64881,64918
電気配線材,電線（CV 2C 2.0mm 100m）,巻,65087,65107
電気配線材,電線（CV 3C 2.0mm 100m）,巻,65088,65108
電気配線材,電線（CV 3C 5.5mm 100m）,巻,65089,65109
電気配線材,電線（IV 1.6mm 100m）,巻,65090,65110
電気配線材,電線（IV 2.0mm 100m）,巻,65091,65111
電気配線材,電線（IV 5.5mm 100m）,巻,65092,65113
電気配線材,電線（VVF 2C 1.6mm 100m）,巻,65094,65114
電気配線材,電線（VVF 2C 2.0mm 100m）,巻,65095,65115
電気配線材,電線（VVF 3C 1.6mm 100m）,巻,65097,65116
電気配線材,電線（VVF 3C 2.0mm 100m）,巻,65098,65117
