category,item_name,unit,source_file
木構造材（補修・追加）,間柱（45×105×3m）,本,data/zaisai-db.json
木構造材（補修・追加）,火打ち梁（90×90×2m）,本,data/zaisai-db.json
構造用合板・面材,構造用合板（9mm 3×6）,枚,data/zaisai-db.json
構造用合板・面材,構造用合板（24mm 3×6）,枚,data/zaisai-db.json
断熱材,グラスウール（105mm 16K）,m2,data/zaisai-db.json
断熱材,グラスウール（105mm 24K）,m2,data/zaisai-db.json
断熱材,グラスウール（155mm 16K）,m2,data/zaisai-db.json
断熱材,グラスウール（210mm 16K）,m2,data/zaisai-db.json
断熱材,スタイロフォーム（50mm）,m2,data/zaisai-db.json
断熱材,スタイロフォーム（30mm）,m2,data/zaisai-db.json
断熱材,フェノールフォーム（50mm）,m2,data/zaisai-db.json
防水工事材料,透湿防水シート,m2,data/zaisai-db.json
外壁材・外装,窯業系サイディング（16mm）,m2,data/zaisai-db.json
外壁材・外装,窯業系サイディング（18mm）,m2,data/zaisai-db.json
外壁材・外装,金属サイディング,m2,data/zaisai-db.json
木構造材（補修・追加）,土台水切り,m,data/zaisai-db.json
外壁材・外装,サイディングビス（ステン）,箱,data/zaisai-db.json
構造用合板・面材,石膏ボード（12.5mm 耐火）,枚,data/zaisai-db.json
構造用合板・面材,石膏ボード（21mm 3×9）,枚,data/zaisai-db.json
給排水配管材,塩ビ管（VU50 4m）,本,data/zaisai-db.json
給排水配管材,塩ビ管（VU75 4m）,本,data/zaisai-db.json
給排水配管材,塩ビ管（VU100 4m）,本,data/zaisai-db.json
給排水配管材,継手類（エルボ・チーズ等）,式,data/zaisai-db.json
給排水配管材,止水栓,個,data/zaisai-db.json
給排水配管材,ヘッダー（給水分岐）,個,data/zaisai-db.json
電気配線材,VVFケーブル（2C 1.6mm 100m）,巻,data/zaisai-db.json
電気配線材,VVFケーブル（3C 1.6mm 100m）,巻,data/zaisai-db.json
電気配線材,VVFケーブル（2C 2.0mm 100m）,巻,data/zaisai-db.json
スイッチ・コンセント,コンセント（埋込 2P）,個,data/zaisai-db.json
スイッチ・コンセント,スイッチ（埋込 片切）,個,data/zaisai-db.json
照明器具,照明器具（シーリング 標準）,個,data/zaisai-db.json
照明器具,LED照明（ダウンライト）,個,data/zaisai-db.json
通信・弱電設備,インターホン（カラーモニター付き）,式,data/zaisai-db.json
電気配線材,アースケーブル,m,data/zaisai-db.json
塗装・コーキング・接着剤,錆止め塗料（16kg）,缶,data/zaisai-db2.json
左官・モルタル材料,生コン（24-18-20）,m3,data/zaisai-db2.json
左官・モルタル材料,生コン（30-18-20）,m3,data/zaisai-db2.json
左官・モルタル材料,生コン（36-18-20）,m3,data/zaisai-db2.json
外壁材・外装,ALC板（100mm）,m2,data/zaisai-db2.json
釘・ビス・金物,コンクリート釘（Φ4×65）,箱,data/zaisai-db2.json
産廃・廃材処理,残土処分費,㎡,souba-v2/parking_concrete_work.json
左官・モルタル材料,コンクリート打設費（生コン）,㎡,souba-v2/parking_concrete_work.json
仮設・足場資材,重機回送費,式,souba-v2/parking_concrete_work.json
諸経費・保険・申請,フラット35適合証明書,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,気密測定（C値）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,気密測定（追加）,回,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,建物表題登記（新築）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,保存登記（所有権）,式,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,引越し費用（3LDK 同市内）,式,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,引越し費用（3LDK 県外）,式,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,仮住まい費用（1ヶ月 1LDK）,月,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,家財一時保管費（1ヶ月）,月,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,近隣挨拶品（1件分）,件,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,騒音・振動対策費（1式）,式,data/reno-bom-80sqm-v4.json
付帯サービス・環境対策,ハウスクリーニング（3LDK）,式,data/reno-bom-80sqm-v4.json
設計・監理,BIM設計費追加（木造住宅）,式,data/reno-bom-80sqm-v4.json
設計・監理,BIM設計費追加（店舗・オフィス）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,ドローン測量（1000m2以下）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,ドローン測量（1000m2超）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,3Dスキャン（現況測量）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,土地測量（現況 30坪以下）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,土地測量（確定 30坪以下）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,分筆登記（1筆）,筆,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,地目変更登記,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,建物滅失登記,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,建物表題登記,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,所有権保存登記,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,抵当権設定登記,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,コンクリート圧縮強度試験（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,コンクリートスランプ試験（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,鉄筋引張試験（1本）,本,data/reno-bom-80sqm-v4.json
調査・測定・診断,土質試験 含水比（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,土質試験 粒度分析（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,騒音測定（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,振動測定（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,粉塵測定（1回）,回,data/reno-bom-80sqm-v4.json
調査・測定・診断,石綿含有調査（サンプリング 1点）,点,data/reno-bom-80sqm-v4.json
調査・測定・診断,室内空気質測定 VOC（1室）,室,data/reno-bom-80sqm-v4.json
調査・測定・診断,建物劣化診断（1棟）,棟,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,建設業許可更新費（5年毎）,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,ボーリング調査（1本 10m）,本,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,長期優良住宅申請,式,data/reno-bom-80sqm-v4.json
調査・測定・診断,測量（現況測量 30坪）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,表題登記,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,保存登記,式,data/reno-bom-80sqm-v4.json
設計・監理,長期優良住宅設計（追加）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,フラット35適合証明,式,data/reno-bom-80sqm-v4.json
仮設・足場資材,水道メーター（13mm）,個,data/zaisai-db.json
住宅設備（収納・造作）,VR内覧制作（1邸）,式,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,IoTセンサー設置（1箇所）,箇所,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,スマートホーム（基本パッケージ）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,不動産取得税（概算 1000万建物）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,固定資産税（年額 住宅30坪）,年,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,都市計画税（年額）,年,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,不動産仲介手数料（3000万物件）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,住宅ローン事務手数料（定額型）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,住宅ローン事務手数料（定率型 借入3000万）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,つなぎ融資手数料,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,印紙税（売買契約 3000万）,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,構造計算書確認審査,式,data/reno-bom-80sqm-v4.json
諸経費・保険・申請,経営事項審査（1式）,式,data/reno-bom-80sqm-v4.json
教育・資格取得,1級建築士 資格取得費,式,data/reno-bom-80sqm-v4.json
教育・資格取得,2級建築士 資格取得費,式,data/reno-bom-80sqm-v4.json
教育・資格取得,宅地建物取引士 資格取得費,式,data/reno-bom-80sqm-v4.json
教育・資格取得,アスベスト作業主任者 講習費,式,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,IHクッキングヒーター（3口）,台,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,床暖房（電気 1m2）,m2,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,小型電気温水器（30L）,台,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,洗浄便座（単体）,個,data/reno-bom-80sqm-v4.json
水栓金具・衛生器具部材,タオル掛け（ステン）,個,data/reno-bom-80sqm-v4.json
水栓金具・衛生器具部材,シャワーヘッド,個,data/reno-bom-80sqm-v4.json
給排水配管材,掃除口（100mm）,個,data/reno-bom-80sqm-v4.json
労務単価,普通作業員,日,data/reno-bom-80sqm-v4.json
労務単価,特殊作業員,日,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,パナソニック ヒートポンプ370L,台,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,TOTO ディスポーザー標準,台,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,LIXIL 浄水器ビルトイン,台,data/reno-bom-80sqm-v4.json
水栓金具・衛生器具部材,シャワーヘッド節水型 GROHE,個,data/reno-bom-80sqm-v4.json
水栓金具・衛生器具部材,シャワースライドバー,個,data/reno-bom-80sqm-v4.json
水栓金具・衛生器具部材,バスチェア（高め）,個,data/reno-bom-80sqm-v4.json
地盤・基礎工事,スウェーデン式サウンディング（1棟）,式,data/reno-bom-80sqm-v4.json
地盤・基礎工事,地盤改良（表層改良 1m2）,m2,data/reno-bom-80sqm-v4.json
地盤・基礎工事,地盤改良（鋼管杭 1本）,本,data/reno-bom-80sqm-v4.json
地盤・基礎工事,地盤改良（小口径杭 1本）,本,data/reno-bom-80sqm-v4.json
タイル・石材,レンガ標準210×100×60,個,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,HEMS標準システム,式,data/reno-bom-80sqm-v4.json
住宅設備（収納・造作）,クローゼットハンガーφ25 2m,本,data/reno-bom-80sqm-v4.json
断熱材,防音シート重量型1m2,m2,data/reno-bom-80sqm-v4.json
電気配線材,プレート1口用,個,data/reno-bom-80sqm-v4.json
電気配線材,埋込ボックス2個用,個,data/reno-bom-80sqm-v4.json
電気配線材,アウトレットボックス4×4,個,data/reno-bom-80sqm-v4.json
電気配線材,CD管16mm30m,巻,data/reno-bom-80sqm-v4.json
電気配線材,PF管22mm30m,巻,data/reno-bom-80sqm-v4.json
電気配線材,差込コネクタ2本用,個,data/reno-bom-80sqm-v4.json
電気配線材,絶縁テープ黒,巻,data/reno-bom-80sqm-v4.json
電気配線材,アース棒10mm×900mm,本,data/reno-bom-80sqm-v4.json
RC・コンクリート工事,砕石RC-40地業用,m3,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,大引90×90×4m,本,data/reno-bom-80sqm-v4.json
木構造材（補修・追加）,筋交い45×90×4m,本,data/reno-bom-80sqm-v4.json
構造用合板・面材,ダイライト9mm3×9,枚,data/reno-bom-80sqm-v4.json
構造用合板・面材,野地板12mm3×6,枚,data/reno-bom-80sqm-v4.json
仮設・足場資材,仮囲い板1.8×0.9m,枚,data/reno-bom-80sqm-v4.json
軒天・破風・雨樋,竪樋丸型φ60 3m,本,data/reno-bom-80sqm-v4.json
仮設・足場資材,安全帯胴ベルト型,個,data/reno-bom-80sqm-v4.json
設計・監理,構造計算（木造 2階建て）,式,data/reno-bom-80sqm-v4.json
設計・監理,構造計算（RC造）,式,data/reno-bom-80sqm-v4.json
設計・監理,省エネ計算（HEAT20）,式,data/reno-bom-80sqm-v4.json
設計・監理,BELS評価（建物省エネ）,式,data/reno-bom-80sqm-v4.json
坪単価ベンチマーク,木造住宅（東京都区部）,坪,data/reno-bom-80sqm-v4.json
坪単価ベンチマーク,木造住宅（関東郊外）,坪,data/reno-bom-80sqm-v4.json
坪単価ベンチマーク,木造住宅（大阪・名古屋）,坪,data/reno-bom-80sqm-v4.json
坪単価ベンチマーク,木造住宅（地方都市）,坪,data/reno-bom-80sqm-v4.json
坪単価ベンチマーク,RC造（東京）,坪,data/reno-bom-80sqm-v4.json
割増率・条件係数,人件費（年末年始・GW 割増）,率,data/reno-bom-80sqm-v4.json
割増率・条件係数,人件費（夜間作業 割増）,率,data/reno-bom-80sqm-v4.json
割増率・条件係数,人件費（土日 割増）,率,data/reno-bom-80sqm-v4.json
割増率・条件係数,離島・山間地割増,率,data/reno-bom-80sqm-v4.json
割増率・条件係数,超高層（20F以上）割増,率,data/reno-bom-80sqm-v4.json
割増率・条件係数,狭小地・搬入困難 割増,率,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,艶消しコーティング（1m2）,m2,data/reno-bom-80sqm-v4.json
塗装・コーキング・接着剤,防滑コーティング（1m2）,m2,data/reno-bom-80sqm-v4.json
設計・監理,CM（コンストラクションマネジメント）費,式,data/reno-bom-80sqm-v5.json
断熱材,XPS（押出法ポリスチレンフォーム 50mm）,㎡,data/reno-bom-80sqm-v5.json
断熱材,セルロースファイバー（吹込み用 1㎡=100mm）,㎡,data/reno-bom-80sqm-v5.json
釘・ビス・金物,コーススレッド 3.8×65mm（500本箱）,箱,data/reno-bom-80sqm.json
釘・ビス・金物,コーススレッド 3.8×90mm（500本箱）,箱,data/reno-bom-80sqm.json
釘・ビス・金物,プラグ 6mm（100個袋）,袋,data/reno-bom-80sqm.json
木構造材（補修・追加）,棟木（105×105×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,母屋（90×90×4m）,本,data/zaisai-db.json
木構造材（補修・追加）,桁（105×180×4m）,本,data/zaisai-db.json
構造用合板・面材,モイス（9mm 3×9）,枚,data/zaisai-db.json
断熱材,ロックウール（50mm）,m2,data/zaisai-db.json
木構造材（補修・追加）,胴縁（18×45×4m）,本,data/zaisai-db.json
外壁材・外装,出隅役物,m,data/zaisai-db.json
外壁材・外装,入隅役物,m,data/zaisai-db.json
鉄骨・鋼材,LGS（65mm スタッド）,本,data/zaisai-db.json
電気配線材,火災報知器,個,data/zaisai-db.json
電気配線材,PF管（16mm 30m）,巻,data/zaisai-db.json
鉄骨・鋼材,H形鋼（100×100×6m）,本,data/zaisai-db2.json
鉄骨・鋼材,H形鋼（150×150×6m）,本,data/zaisai-db2.json
鉄骨・鋼材,H形鋼（200×200×6m）,本,data/zaisai-db2.json
鉄骨・鋼材,角形鋼管（100×100×4.5mm 6m）,本,data/zaisai-db2.json
鉄骨・鋼材,角形鋼管（150×150×6mm 6m）,本,data/zaisai-db2.json
鉄骨・鋼材,リップ溝形鋼（C-100 6m）,本,data/zaisai-db2.json
鉄骨・鋼材,リップ溝形鋼（C-150 6m）,本,data/zaisai-db2.json
鉄骨・鋼材,鋼板（3.2mm 1220×2440）,枚,data/zaisai-db2.json
鉄骨・鋼材,鋼板（6mm 1220×2440）,枚,data/zaisai-db2.json
鉄骨・鋼材,溶接棒（4kg）,箱,data/zaisai-db2.json
鉄骨・鋼材,ボルト（M16×60）,個,data/zaisai-db2.json
鉄骨・鋼材,ボルト（M20×70）,個,data/zaisai-db2.json
鉄骨・鋼材,高力ボルト（M20 F10T）,セット,data/zaisai-db2.json
鉄骨・鋼材,デッキプレート（1.0mm 1m2）,m2,data/zaisai-db2.json
鉄骨・鋼材,スタッドボルト（Φ16×125）,本,data/zaisai-db2.json
RC・コンクリート工事,型枠パネル（サポート付き）,m2,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D10 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D13 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D16 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D19 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D22 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,鉄筋（D25 1t）,ton,data/zaisai-db2.json
RC・コンクリート工事,PCa（プレキャスト）床版,m2,data/zaisai-db2.json
地盤・基礎工事,雑草・木の根除去,㎡,souba-v2/parking_concrete_work.json
地盤・基礎工事,水盛り遣り方,式,souba-v2/parking_concrete_work.json
地盤・基礎工事,鋤取り費,㎡,souba-v2/parking_concrete_work.json
RC・コンクリート工事,型枠費,m,souba-v2/parking_concrete_work.json
RC・コンクリート工事,ワイヤーメッシュ費,㎡,souba-v2/parking_concrete_work.json
RC・コンクリート工事,カッター目地費,m,souba-v2/parking_concrete_work.json
外構・仕上げ,車止め費用,個,souba-v2/parking_concrete_work.json
労務単価,人件費（2名）,人,souba-v2/parking_concrete_work.json
外構・仕上げ,砕石＋転圧費,㎡,souba-v2/parking_concrete_work.json
