item_id,category,item_name,unit,block,証拠等級,証拠ref,証拠URL,理由
213320f6654a,給湯器,パナソニック 給湯器 28号 石油（灯油） ふろ給湯 追い炊き付き,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
d625ecd46cc4,給湯器,パナソニック 給湯器 28号 石油（灯油） ふろ給湯（BF）,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
db8fa0e0959a,給湯器,パナソニック 給湯器 28号 石油（灯油） 床暖房対応,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
09e1ddc318bc,給湯器,パナソニック 給湯器 28号 石油（灯油） 暖房熱源機,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
97b755850d17,給湯器,パナソニック 給湯器 28号 石油（灯油） 給湯専用,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
e172a59c49b2,給湯器,パナソニック 給湯器 28号 都市ガス 13A ふろ給湯 フルオート,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
d13b1df422cb,給湯器,パナソニック 給湯器 28号 都市ガス 13A ふろ給湯 追い炊き付き,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
c66bb814b7a5,給湯器,パナソニック 給湯器 28号 都市ガス 13A ふろ給湯（BF）,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
5fc28a58be1e,給湯器,パナソニック 給湯器 28号 都市ガス 13A 床暖房対応,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
441274ea9391,給湯器,パナソニック 給湯器 28号 都市ガス 13A 暖房熱源機,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
f96ec4d24874,給湯器,パナソニック 給湯器 28号 都市ガス 13A 給湯専用,台,パナ×ガス/石油,A,E07,https://sumai.panasonic.jp/hp/,パナはエコキュートのみ
a76072f8ecd0,給湯器,パナソニック 給湯器（28号 エコジョーズ追い焚き）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
498eadaeb658,給湯器,パナソニック 給湯器（28号 エコジョーズ）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0b24c3075cf6,給湯器,パナソニック 給湯器（28号 標準）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
4768c6645982,給湯器,パロマ 給湯器 16号 石油（灯油） ふろ給湯 フルオート,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
ce82fae318e0,給湯器,パロマ 給湯器 16号 石油（灯油） ふろ給湯 追い炊き付き,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
5aecbb223fee,給湯器,パロマ 給湯器 16号 石油（灯油） ふろ給湯（BF）,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
6fcc374f21b5,給湯器,パロマ 給湯器 16号 石油（灯油） 暖房熱源機,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
36d285b1271c,給湯器,パロマ 給湯器 16号 石油（灯油） 給湯専用,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
547b521a913a,給湯器,パロマ 給湯器 16号 電気（ヒートポンプ） ふろ給湯 フルオート,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
eb39a972331a,給湯器,パロマ 給湯器 16号 電気（ヒートポンプ） 給湯専用,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
a4355f3d1f5f,給湯器,パロマ 給湯器 20号 石油（灯油） ふろ給湯 フルオート,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
c7a10ac1b411,給湯器,パロマ 給湯器 20号 石油（灯油） ふろ給湯 追い炊き付き,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
d2102e30c20e,給湯器,パロマ 給湯器 20号 石油（灯油） ふろ給湯（BF）,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
aaf9142a74fd,給湯器,パロマ 給湯器 20号 石油（灯油） 床暖房対応,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
c144bf4d9fc9,給湯器,パロマ 給湯器 20号 石油（灯油） 暖房熱源機,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
9f9cdaee1c2f,給湯器,パロマ 給湯器 20号 石油（灯油） 給湯専用,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
2f9146db9f54,給湯器,パロマ 給湯器 20号 電気（ヒートポンプ） ふろ給湯 フルオート,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
a42412f2ba62,給湯器,パロマ 給湯器 20号 電気（ヒートポンプ） 給湯専用,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
6c507ac86d64,給湯器,パロマ 給湯器 24号 石油（灯油） ふろ給湯 フルオート,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
c32960fe0356,給湯器,パロマ 給湯器 24号 石油（灯油） ふろ給湯 追い炊き付き,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
dbf17f24f6c8,給湯器,パロマ 給湯器 24号 石油（灯油） ふろ給湯（BF）,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
0ac4ac9232ea,給湯器,パロマ 給湯器 24号 石油（灯油） 床暖房対応,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
545d992941ca,給湯器,パロマ 給湯器 24号 石油（灯油） 暖房熱源機,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
40b9b65cf6d4,給湯器,パロマ 給湯器 24号 石油（灯油） 給湯専用,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
bb08985020cd,給湯器,パロマ 給湯器 24号 電気（ヒートポンプ） ふろ給湯 フルオート,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
a368f7125039,給湯器,パロマ 給湯器 24号 電気（ヒートポンプ） 給湯専用,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
3275c7174b92,給湯器,パロマ 給湯器 28号 LPガス ふろ給湯 フルオート,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0e407dce85a8,給湯器,パロマ 給湯器 28号 LPガス ふろ給湯 追い炊き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
4e1869a4f3a6,給湯器,パロマ 給湯器 28号 LPガス ふろ給湯（BF）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
ad7281816a9b,給湯器,パロマ 給湯器 28号 LPガス 床暖房対応,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
3cf01f63936b,給湯器,パロマ 給湯器 28号 LPガス 暖房熱源機,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
34f82cd30037,給湯器,パロマ 給湯器 28号 LPガス 給湯専用,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
e393ac67fb2c,給湯器,パロマ 給湯器 28号 石油（灯油） ふろ給湯 フルオート,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
088036799d62,給湯器,パロマ 給湯器 28号 石油（灯油） ふろ給湯 追い炊き付き,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
1fa3387bd0ae,給湯器,パロマ 給湯器 28号 石油（灯油） ふろ給湯（BF）,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
4f30f7f92bfc,給湯器,パロマ 給湯器 28号 石油（灯油） 床暖房対応,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
b538f09420dd,給湯器,パロマ 給湯器 28号 石油（灯油） 暖房熱源機,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
b7fbd417adb6,給湯器,パロマ 給湯器 28号 石油（灯油） 給湯専用,台,パロマ×石油,A,E04,https://www.paloma.co.jp/,パロマに石油給湯器無し
7be9768deb57,給湯器,パロマ 給湯器 28号 都市ガス 13A ふろ給湯 フルオート,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
cc423108c48a,給湯器,パロマ 給湯器 28号 都市ガス 13A ふろ給湯 追い炊き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0521929ac3f2,給湯器,パロマ 給湯器 28号 都市ガス 13A ふろ給湯（BF）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
c3cb598bcc4c,給湯器,パロマ 給湯器 28号 都市ガス 13A 床暖房対応,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
77a5b74a1ba9,給湯器,パロマ 給湯器 28号 都市ガス 13A 暖房熱源機,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
8711d0c2d7c8,給湯器,パロマ 給湯器 28号 都市ガス 13A 給湯専用,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
90fecb3c9b2c,給湯器,パロマ 給湯器 28号 電気（ヒートポンプ） ふろ給湯 フルオート,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
80c0f6548227,給湯器,パロマ 給湯器 28号 電気（ヒートポンプ） 給湯専用,台,パロマ×エコキュート,A,E04,https://www.paloma.co.jp/,エコキュート無し(ハイブリッドは別物)
6c375cbd14c2,給湯器,パーパス 給湯器 28号 エコジョーズ追い焚き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
31993d97a438,給湯器,パーパス 給湯器 28号 標準,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
4e595bafdf06,給湯器,パーパス 給湯器（28号 エコジョーズ追い焚き）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0614113c81b3,給湯器,パーパス 給湯器（28号 エコジョーズ）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
7d4a7f3a0da9,給湯器,パーパス 給湯器（28号 標準）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
1f6db70e1bf7,給湯器,リンナイ 給湯器 16号 石油（灯油） ふろ給湯 フルオート,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
85428acc82e3,給湯器,リンナイ 給湯器 16号 石油（灯油） ふろ給湯 追い炊き付き,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
5aef2656f6e5,給湯器,リンナイ 給湯器 16号 石油（灯油） ふろ給湯（BF）,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
a2d544703694,給湯器,リンナイ 給湯器 16号 石油（灯油） 暖房熱源機,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
219f675622da,給湯器,リンナイ 給湯器 16号 石油（灯油） 給湯専用,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
b51a9fc6cecf,給湯器,リンナイ 給湯器 16号 電気（ヒートポンプ） ふろ給湯 フルオート,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
dbf1c0ea3780,給湯器,リンナイ 給湯器 16号 電気（ヒートポンプ） 給湯専用,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
e1e8b11fb224,給湯器,リンナイ 給湯器 20号 石油（灯油） ふろ給湯 フルオート,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
19d5d85f2160,給湯器,リンナイ 給湯器 20号 石油（灯油） ふろ給湯 追い炊き付き,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
1b0d7a9c4280,給湯器,リンナイ 給湯器 20号 石油（灯油） ふろ給湯（BF）,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
bd10b241dbc7,給湯器,リンナイ 給湯器 20号 石油（灯油） 床暖房対応,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
10fac4fcc393,給湯器,リンナイ 給湯器 20号 石油（灯油） 暖房熱源機,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
99bd1b4b3b18,給湯器,リンナイ 給湯器 20号 石油（灯油） 給湯専用,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
7c7048301e04,給湯器,リンナイ 給湯器 20号 電気（ヒートポンプ） ふろ給湯 フルオート,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
81284f27a1b1,給湯器,リンナイ 給湯器 20号 電気（ヒートポンプ） 給湯専用,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
2a7a77dc8ae9,給湯器,リンナイ 給湯器 24号 石油（灯油） ふろ給湯 フルオート,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
8b78555a1ff5,給湯器,リンナイ 給湯器 24号 石油（灯油） ふろ給湯 追い炊き付き,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
84d421946056,給湯器,リンナイ 給湯器 24号 石油（灯油） ふろ給湯（BF）,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
4e25cf0bf1d0,給湯器,リンナイ 給湯器 24号 石油（灯油） 床暖房対応,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
c0619bc7d84c,給湯器,リンナイ 給湯器 24号 石油（灯油） 暖房熱源機,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
6cbd6f2646f6,給湯器,リンナイ 給湯器 24号 石油（灯油） 給湯専用,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
6c8f3747df8d,給湯器,リンナイ 給湯器 24号 電気（ヒートポンプ） ふろ給湯 フルオート,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
3d097560fa0b,給湯器,リンナイ 給湯器 24号 電気（ヒートポンプ） 給湯専用,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
fb3f28f515c9,給湯器,リンナイ 給湯器 28号 LPガス ふろ給湯 フルオート,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
f73cff3d0993,給湯器,リンナイ 給湯器 28号 LPガス ふろ給湯 追い炊き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
344af40f6fbf,給湯器,リンナイ 給湯器 28号 LPガス ふろ給湯（BF）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
e5b608bf61ea,給湯器,リンナイ 給湯器 28号 LPガス 床暖房対応,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
a333932da6ce,給湯器,リンナイ 給湯器 28号 LPガス 暖房熱源機,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
940a134a1f4e,給湯器,リンナイ 給湯器 28号 LPガス 給湯専用,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
91126a36513c,給湯器,リンナイ 給湯器 28号 エコジョーズ追い焚き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0745ec50da27,給湯器,リンナイ 給湯器 28号 標準,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
bf98e45cffab,給湯器,リンナイ 給湯器 28号 石油（灯油） ふろ給湯 フルオート,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
522aeb7c2454,給湯器,リンナイ 給湯器 28号 石油（灯油） ふろ給湯 追い炊き付き,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
333bcf717a2c,給湯器,リンナイ 給湯器 28号 石油（灯油） ふろ給湯（BF）,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
d7c2d4064b25,給湯器,リンナイ 給湯器 28号 石油（灯油） 床暖房対応,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
e5d2bd11a9d0,給湯器,リンナイ 給湯器 28号 石油（灯油） 暖房熱源機,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
585c38b3639b,給湯器,リンナイ 給湯器 28号 石油（灯油） 給湯専用,台,リンナイ×石油,A,E03,https://rinnai.jp/products/,リンナイに石油給湯器無し
71c3a282c6ef,給湯器,リンナイ 給湯器 28号 都市ガス 13A ふろ給湯 フルオート,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
139604b5eb37,給湯器,リンナイ 給湯器 28号 都市ガス 13A ふろ給湯 追い炊き付き,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
4aa065c1c255,給湯器,リンナイ 給湯器 28号 都市ガス 13A ふろ給湯（BF）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
1ba718b86807,給湯器,リンナイ 給湯器 28号 都市ガス 13A 床暖房対応,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
90bc7b0e1faa,給湯器,リンナイ 給湯器 28号 都市ガス 13A 暖房熱源機,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
1e9b73e78fc9,給湯器,リンナイ 給湯器 28号 都市ガス 13A 給湯専用,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
5367e8ce8058,給湯器,リンナイ 給湯器 28号 電気（ヒートポンプ） ふろ給湯 フルオート,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
af5badf6a747,給湯器,リンナイ 給湯器 28号 電気（ヒートポンプ） 給湯専用,台,リンナイ×エコキュート,A,E03,https://rinnai.jp/products/,エコキュート無し(ハイブリッドは別物)
8433f2d44edb,給湯器,リンナイ 給湯器（28号 エコジョーズ追い焚き）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
6b5c3d2c163e,給湯器,リンナイ 給湯器（28号 エコジョーズ）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
a8939232b07a,給湯器,リンナイ 給湯器（28号 標準）,台,28号,B,E10,https://www.sunrefre.jp/gas/contents/gousu/,家庭用28号は非実在(16/20/24のみ)
0383a0e4f66f,給湯器,三菱電機 給湯器 16号 LPガス ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
1550f298cc25,給湯器,三菱電機 給湯器 16号 LPガス ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
9cae8bce9c62,給湯器,三菱電機 給湯器 16号 LPガス ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
7c31a10e8ef0,給湯器,三菱電機 給湯器 16号 LPガス 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
0204eed9dd08,給湯器,三菱電機 給湯器 16号 LPガス 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
4083b8b49f2a,給湯器,三菱電機 給湯器 16号 石油（灯油） ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
6ec6aea24308,給湯器,三菱電機 給湯器 16号 石油（灯油） ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
5a42899de51e,給湯器,三菱電機 給湯器 16号 石油（灯油） ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
2c6d9011296c,給湯器,三菱電機 給湯器 16号 石油（灯油） 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
32191ddae4fd,給湯器,三菱電機 給湯器 16号 石油（灯油） 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
98f66c1dd39d,給湯器,三菱電機 給湯器 16号 都市ガス 13A ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
0d999ee797e8,給湯器,三菱電機 給湯器 16号 都市ガス 13A ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
5a2998cb9858,給湯器,三菱電機 給湯器 16号 都市ガス 13A ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
4bbf78f74751,給湯器,三菱電機 給湯器 16号 都市ガス 13A 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
71986c7db480,給湯器,三菱電機 給湯器 16号 都市ガス 13A 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
71ce3be72a06,給湯器,三菱電機 給湯器 20号 LPガス ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
8c28db8191ab,給湯器,三菱電機 給湯器 20号 LPガス ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
0f3cccd40ba4,給湯器,三菱電機 給湯器 20号 LPガス ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
ba0b0bbadd2e,給湯器,三菱電機 給湯器 20号 LPガス 床暖房対応,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
016cdfffaee3,給湯器,三菱電機 給湯器 20号 LPガス 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
dbeac56f1431,給湯器,三菱電機 給湯器 20号 LPガス 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
db6a086dd45a,給湯器,三菱電機 給湯器 20号 石油（灯油） ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
94cca87fa6c0,給湯器,三菱電機 給湯器 20号 石油（灯油） ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
65481aa9d07f,給湯器,三菱電機 給湯器 20号 石油（灯油） ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
be2b989fe90c,給湯器,三菱電機 給湯器 20号 石油（灯油） 床暖房対応,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
a419b04c5180,給湯器,三菱電機 給湯器 20号 石油（灯油） 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
fff6882473d6,給湯器,三菱電機 給湯器 20号 石油（灯油） 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
2f04c4ac52e9,給湯器,三菱電機 給湯器 20号 都市ガス 13A ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
2a8ab19c9477,給湯器,三菱電機 給湯器 20号 都市ガス 13A ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
27d43474372c,給湯器,三菱電機 給湯器 20号 都市ガス 13A ふろ給湯（BF）,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
8f8aaa6342a4,給湯器,三菱電機 給湯器 20号 都市ガス 13A 床暖房対応,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
ae76d1842c0d,給湯器,三菱電機 給湯器 20号 都市ガス 13A 暖房熱源機,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
2215304759fc,給湯器,三菱電機 給湯器 20号 都市ガス 13A 給湯専用,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
a3810f1f7b7f,給湯器,三菱電機 給湯器 24号 LPガス ふろ給湯 フルオート,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
27e673b00b71,給湯器,三菱電機 給湯器 24号 LPガス ふろ給湯 追い炊き付き,台,三菱×ガス/石油,A,E08,https://www.mitsubishielectric.co.jp/home/ecocute/,三菱はエコキュートのみ
